COOPID, YEAR, MONTH, DAY, precipitation
83470,2021,7,10,0.05000
83470,2021,7,11,0.00000
83470,2021,7,12,0.05000
83470,2021,7,13,0.00000
83470,2021,7,14,0.00000
83470,2021,7,15,0.00000
83470,2021,7,16,0.00000
83470,2021,7,17,0.00000
83470,2021,7,18,-99.99000
83470,2021,7,19,0.35000
83470,2021,7,20,0.05000
83470,2021,7,21,0.15000
83470,2021,7,22,-99.99000
83470,2021,7,23,0.90000
83470,2021,7,24,1.05000
83470,2021,7,25,-99.99000
83470,2021,7,26,0.05000
83470,2021,7,27,0.25000
83470,2021,7,28,2.23000
83470,2021,7,29,-99.99000
83470,2021,7,30,0.46000
83470,2021,7,31,0.00000
83470,2021,8,1,0.00000
83470,2021,8,2,0.41000
83470,2021,8,3,0.75000
83470,2021,8,4,0.52000
83470,2021,8,5,0.75000
83470,2021,8,6,0.20000
83470,2021,8,7,0.09000
83470,2021,8,8,0.74000
83470,2021,8,9,0.00000
83470,2021,8,10,0.05000
83470,2021,8,11,0.20000
83470,2021,8,12,0.00000
83470,2021,8,13,0.00000
83470,2021,8,14,0.58000
83470,2021,8,15,0.08000
83470,2021,8,16,0.00000
83470,2021,8,17,0.00000
83470,2021,8,18,0.10000
83470,2021,8,19,0.00000
83470,2021,8,20,1.90000
83470,2021,8,21,0.48000
83470,2021,8,22,0.00000
83470,2021,8,23,0.10000
83470,2021,8,24,0.05000
83470,2021,8,25,0.20000
83470,2021,8,26,-99.99000
83470,2021,8,27,0.45000
83470,2021,8,28,0.15000
83470,2021,8,29,0.00000
83470,2021,8,30,0.00000
83470,2021,8,31,0.00000
83470,2021,9,1,0.28000
83470,2021,9,2,0.30000
83470,2021,9,3,0.58000
83470,2021,9,4,-99.99000
83470,2021,9,5,0.00000
83470,2021,9,6,0.00000
83470,2021,9,7,0.00000
83470,2021,9,8,0.00000
83470,2021,9,9,0.15000
83470,2021,9,10,0.00000
83470,2021,9,11,-99.99000
83470,2021,9,12,0.00000
83470,2021,9,13,0.00000
83470,2021,9,14,0.00000
83470,2021,9,15,1.10000
83470,2021,9,16,0.02000
83470,2021,9,17,1.90000
83470,2021,9,18,0.02000
83470,2021,9,19,0.15000
83470,2021,9,20,1.00000
83470,2021,9,21,0.00000
83470,2021,9,22,0.20000
83470,2021,9,23,0.00000
83470,2021,9,24,0.00000
83470,2021,9,25,-99.99000
83470,2021,9,26,0.00000
83470,2021,9,27,0.00000
83470,2021,9,28,0.00000
83470,2021,9,29,0.00000
83470,2021,9,30,0.00000
83470,2021,10,1,0.00000
83470,2021,10,2,0.00000
83470,2021,10,3,-99.99000
83470,2021,10,4,0.00000
83470,2021,10,5,0.00000
83470,2021,10,6,0.00000
83470,2021,10,7,0.10000
83470,2021,10,8,0.00000
83470,2021,10,9,0.21000
83470,2021,10,10,0.00000
83470,2021,10,11,0.00000
83470,2021,10,12,0.00000
83470,2021,10,13,0.00000
83470,2021,10,14,0.00000
83470,2021,10,15,0.00000
83470,2021,10,16,0.00000
83470,2021,10,17,0.05000
83470,2021,10,18,0.00000
83470,2021,10,19,-99.99000
83470,2021,10,20,0.00000
83470,2021,10,21,0.00000
83470,2021,10,22,-99.99000
83470,2021,10,23,0.00000
83470,2021,10,24,0.00000
83470,2021,10,25,0.32000
83470,2021,10,26,0.08000
83470,2021,10,27,0.00000
83470,2021,10,28,0.30000
83470,2021,10,29,1.25000
83470,2021,10,30,0.00000
83470,2021,10,31,0.00000
83470,2021,11,1,-99.99000
83470,2021,11,2,0.00000
83470,2021,11,3,-99.99000
83470,2021,11,4,0.00000
83470,2021,11,5,0.10000
83470,2021,11,6,-99.99000
83470,2021,11,7,1.10000
83470,2021,11,8,0.00000
83470,2021,11,9,0.00000
83470,2021,11,10,0.00000
83470,2021,11,11,0.00000
83470,2021,11,12,0.00000
83470,2021,11,13,0.00000
83470,2021,11,14,0.00000
83470,2021,11,15,0.00000
83470,2021,11,16,0.00000
83470,2021,11,17,0.00000
83470,2021,11,18,0.00000
83470,2021,11,19,0.00000
83470,2021,11,20,-99.99000
83470,2021,11,21,-99.99000
83470,2021,11,22,-99.99000
83470,2021,11,23,0.00000
83470,2021,11,24,0.00000
83470,2021,11,25,-99.99000
83470,2021,11,26,0.00000
83470,2021,11,27,-99.99000
83470,2021,11,28,0.00000
83470,2021,11,29,-99.99000
83470,2021,11,30,0.00000
83470,2021,12,1,0.00000
83470,2021,12,2,0.00000
83470,2021,12,3,-99.99000
83470,2021,12,4,-99.99000
83470,2021,12,5,0.00000
83470,2021,12,6,0.00000
83470,2021,12,7,-99.99000
83470,2021,12,8,0.00000
83470,2021,12,9,1.50000
83470,2021,12,10,0.00000
83470,2021,12,11,0.00000
83470,2021,12,12,0.10000
83470,2021,12,13,0.00000
83470,2021,12,14,0.00000
83470,2021,12,15,0.00000
83470,2021,12,16,0.19000
83470,2021,12,17,0.00000
83470,2021,12,18,0.00000
83470,2021,12,19,0.00000
83470,2021,12,20,0.16000
83470,2021,12,21,0.66000
83470,2021,12,22,-99.99000
83470,2021,12,23,0.00000
83470,2021,12,24,0.00000
83470,2021,12,25,-99.99000
83470,2021,12,26,-99.99000
83470,2021,12,27,0.00000
83470,2021,12,28,-99.99000
83470,2021,12,29,0.00000
83470,2021,12,30,0.00000
83470,2021,12,31,-99.99000
83470,2022,1,1,-99.99000
83470,2022,1,2,-99.99000
83470,2022,1,3,-99.99000
83470,2022,1,4,0.00000
83470,2022,1,5,0.00000
83470,2022,1,6,-99.99000
83470,2022,1,7,-99.99000
83470,2022,1,8,0.00000
83470,2022,1,9,-99.99000
83470,2022,1,10,0.10000
83470,2022,1,11,0.00000
83470,2022,1,12,0.00000
83470,2022,1,13,0.00000
83470,2022,1,14,0.00000
83470,2022,1,15,-99.99000
83470,2022,1,16,-99.99000
83470,2022,1,17,0.05000
83470,2022,1,18,0.00000
83470,2022,1,19,-99.99000
83470,2022,1,20,-99.99000
83470,2022,1,21,-99.99000
83470,2022,1,22,0.10000
83470,2022,1,23,-99.99000
83470,2022,1,24,-99.99000
83470,2022,1,25,0.01000
83470,2022,1,26,0.03000
83470,2022,1,27,0.00000
83470,2022,1,28,-99.99000
83470,2022,1,29,0.00000
83470,2022,1,30,0.00000
83470,2022,1,31,-99.99000
83470,2022,2,1,0.00000
83470,2022,2,2,0.00000
83470,2022,2,3,0.00000
83470,2022,2,4,0.00000
83470,2022,2,5,0.90000
83470,2022,2,6,0.05000
83470,2022,2,7,0.06000
83470,2022,2,8,0.50000
83470,2022,2,9,0.15000
83470,2022,2,10,0.00000
83470,2022,2,11,0.00000
83470,2022,2,12,-99.99000
83470,2022,2,13,0.15000
83470,2022,2,14,0.10000
83470,2022,2,15,0.00000
83470,2022,2,16,0.00000
83470,2022,2,17,-99.99000
83470,2022,2,18,-99.99000
83470,2022,2,19,-99.99000
83470,2022,2,20,-99.99000
83470,2022,2,21,0.00000
83470,2022,2,22,-99.99000
83470,2022,2,23,-99.99000
83470,2022,2,24,0.00000
83470,2022,2,25,-99.99000
83470,2022,2,26,-99.99000
83470,2022,2,27,-99.99000
83470,2022,2,28,-99.99000
83470,2022,3,1,0.23000
83470,2022,3,2,0.00000
83470,2022,3,3,0.00000
83470,2022,3,4,-99.99000
83470,2022,3,5,0.00000
83470,2022,3,6,-99.99000
83470,2022,3,7,0.00000
83470,2022,3,8,-99.99000
83470,2022,3,9,0.37000
83470,2022,3,10,1.94000
83470,2022,3,11,-99.99000
83470,2022,3,12,-99.99000
83470,2022,3,13,-99.99000
83470,2022,3,14,0.00000
83470,2022,3,15,0.02000
83470,2022,3,16,0.76000
83470,2022,3,17,-99.99000
83470,2022,3,18,-99.99000
83470,2022,3,19,-99.99000
83470,2022,3,20,0.75000
83470,2022,3,21,-99.99000
83470,2022,3,22,-99.99000
83470,2022,3,23,0.00000
83470,2022,3,24,1.00000
83470,2022,3,25,0.70000
83470,2022,3,26,-99.99000
83470,2022,3,27,-99.99000
83470,2022,3,28,-99.99000
83470,2022,3,29,-99.99000
83470,2022,3,30,-99.99000
83470,2022,3,31,-99.99000
83470,2022,4,1,-99.99000
83470,2022,4,2,0.00000
83470,2022,4,3,0.25000
83470,2022,4,4,0.00000
83470,2022,4,5,-99.99000
83470,2022,4,6,0.10000
83470,2022,4,7,0.35000
83470,2022,4,8,0.05000
83470,2022,4,9,0.00000
83470,2022,4,10,-99.99000
83470,2022,4,11,-99.99000
83470,2022,4,12,-99.99000
83470,2022,4,13,-99.99000
83470,2022,4,14,-99.99000
83470,2022,4,15,-99.99000
83470,2022,4,16,-99.99000
83470,2022,4,17,-99.99000
83470,2022,4,18,2.00000
83470,2022,4,19,0.00000
83470,2022,4,20,-99.99000
83470,2022,4,21,0.00000
83470,2022,4,22,0.00000
83470,2022,4,23,0.00000
83470,2022,4,24,0.00000
83470,2022,4,25,0.00000
83470,2022,4,26,-99.99000
83470,2022,4,27,-99.99000
83470,2022,4,28,-99.99000
83470,2022,4,29,-99.99000
83470,2022,4,30,-99.99000
83470,2022,5,1,-99.99000
83470,2022,5,2,-99.99000
83470,2022,5,3,-99.99000
83470,2022,5,4,-99.99000
83470,2022,5,5,-99.99000
83470,2022,5,6,-99.99000
83470,2022,5,7,-99.99000
83470,2022,5,8,-99.99000
83470,2022,5,9,-99.99000
83470,2022,5,10,-99.99000
83470,2022,5,11,-99.99000
83470,2022,5,12,-99.99000
83470,2022,5,13,-99.99000
83470,2022,5,14,0.35000
83470,2022,5,15,-99.99000
83470,2022,5,16,0.15000
83470,2022,5,17,-99.99000
83470,2022,5,18,-99.99000
83470,2022,5,19,-99.99000
83470,2022,5,20,0.00000
83470,2022,5,21,0.00000
83470,2022,5,22,0.53000
83470,2022,5,23,-99.99000
83470,2022,5,24,-99.99000
83470,2022,5,25,-99.99000
83470,2022,5,26,-99.99000
83470,2022,5,27,-99.99000
83470,2022,5,28,-99.99000
83470,2022,5,29,-99.99000
83470,2022,5,30,0.00000
83470,2022,5,31,0.00000
83470,2022,6,1,-99.99000
83470,2022,6,2,-99.99000
83470,2022,6,3,-99.99000
83470,2022,6,4,-99.99000
83470,2022,6,5,-99.99000
83470,2022,6,6,-99.99000
83470,2022,6,7,0.55000
83470,2022,6,8,-99.99000
83470,2022,6,9,0.15000
83470,2022,6,10,-99.99000
83470,2022,6,11,-99.99000
83470,2022,6,12,0.50000
83470,2022,6,13,-99.99000
83470,2022,6,14,-99.99000
83470,2022,6,15,-99.99000
83470,2022,6,16,-99.99000
83470,2022,6,17,-99.99000
83470,2022,6,18,-99.99000
83470,2022,6,19,-99.99000
83470,2022,6,20,-99.99000
83470,2022,6,21,-99.99000
83470,2022,6,22,0.00000
83470,2022,6,23,0.00000
83470,2022,6,24,-99.99000
83470,2022,6,25,-99.99000
83470,2022,6,26,-99.99000
83470,2022,6,27,-99.99000
83470,2022,6,28,-99.99000
83470,2022,6,29,-99.99000
83470,2022,6,30,-99.99000
83470,2022,7,1,0.00000
83470,2022,7,2,-99.99000
83470,2022,7,3,0.05000
83470,2022,7,4,-99.99000
83470,2022,7,5,-99.99000
83470,2022,7,6,-99.99000
83470,2022,7,7,-99.99000
83470,2022,7,8,-99.99000
83470,2022,7,9,-99.99000
83470,2022,7,10,-99.99000
83470,2022,7,11,-99.99000
83470,2022,7,12,-99.99000
83470,2022,7,13,-99.99000
83470,2022,7,14,-99.99000
83470,2022,7,15,-99.99000
83470,2022,7,16,-99.99000
83470,2022,7,17,-99.99000
83470,2022,7,18,-99.99000
83470,2022,7,19,-99.99000
83470,2022,7,20,-99.99000
83470,2022,7,21,-99.99000
83470,2022,7,22,-99.99000
83470,2022,7,23,-99.99000
83470,2022,7,24,-99.99000
83470,2022,7,25,0.05000
83470,2022,7,26,-99.99000
83470,2022,7,27,-99.99000
83470,2022,7,28,-99.99000
83470,2022,7,29,-99.99000
83470,2022,7,30,-99.99000
83470,2022,7,31,-99.99000
83470,2022,8,1,-99.99000
83470,2022,8,2,-99.99000
83470,2022,8,3,-99.99000
83470,2022,8,4,-99.99000
83470,2022,8,5,-99.99000
83470,2022,8,6,-99.99000
83470,2022,8,7,-99.99000
83470,2022,8,8,-99.99000
83470,2022,8,9,-99.99000
83470,2022,8,10,-99.99000
83470,2022,8,11,-99.99000
83470,2022,8,12,-99.99000
83470,2022,8,13,-99.99000
83470,2022,8,14,-99.99000
83470,2022,8,15,-99.99000
83470,2022,8,16,-99.99000
83470,2022,8,17,-99.99000
83470,2022,8,18,-99.99000
83470,2022,8,19,-99.99000
83470,2022,8,20,-99.99000
83470,2022,8,21,-99.99000
83470,2022,8,22,-99.99000
83470,2022,8,23,-99.99000
83470,2022,8,24,-99.99000
83470,2022,8,25,-99.99000
83470,2022,8,26,-99.99000
83470,2022,8,27,-99.99000
83470,2022,8,28,-99.99000
83470,2022,8,29,-99.99000
83470,2022,8,30,-99.99000
83470,2022,8,31,-99.99000
83470,2022,9,1,-99.99000
83470,2022,9,2,-99.99000
83470,2022,9,3,-99.99000
83470,2022,9,4,-99.99000
83470,2022,9,5,-99.99000
83470,2022,9,6,-99.99000
83470,2022,9,7,0.50000
83470,2022,9,8,-99.99000
83470,2022,9,9,-99.99000
83470,2022,9,10,-99.99000
83470,2022,9,11,-99.99000
83470,2022,9,12,-99.99000
83470,2022,9,13,-99.99000
83470,2022,9,14,-99.99000
83470,2022,9,15,-99.99000
83470,2022,9,16,-99.99000
83470,2022,9,17,-99.99000
83470,2022,9,18,-99.99000
83470,2022,9,19,-99.99000
83470,2022,9,20,-99.99000
83470,2022,9,21,-99.99000
83470,2022,9,22,-99.99000
83470,2022,9,23,-99.99000
83470,2022,9,24,-99.99000
83470,2022,9,25,-99.99000
83470,2022,9,26,-99.99000
83470,2022,9,27,-99.99000
83470,2022,9,28,-99.99000
83470,2022,9,29,-99.99000
83470,2022,9,30,-99.99000
83470,2022,10,1,-99.99000
83470,2022,10,2,-99.99000
83470,2022,10,3,-99.99000
83470,2022,10,4,-99.99000
83470,2022,10,5,-99.99000
83470,2022,10,6,-99.99000
83470,2022,10,7,-99.99000
83470,2022,10,8,-99.99000
83470,2022,10,9,-99.99000
83470,2022,10,10,-99.99000
83470,2022,10,11,-99.99000
83470,2022,10,12,-99.99000
83470,2022,10,13,-99.99000
83470,2022,10,14,-99.99000
83470,2022,10,15,-99.99000
83470,2022,10,16,-99.99000
83470,2022,10,17,-99.99000
83470,2022,10,18,-99.99000
83470,2022,10,19,-99.99000
83470,2022,10,20,-99.99000
83470,2022,10,21,-99.99000
83470,2022,10,22,-99.99000
83470,2022,10,23,-99.99000
83470,2022,10,24,-99.99000
83470,2022,10,25,-99.99000
83470,2022,10,26,-99.99000
83470,2022,10,27,-99.99000
83470,2022,10,28,-99.99000
83470,2022,10,29,-99.99000
83470,2022,10,30,-99.99000
83470,2022,10,31,-99.99000
83470,2022,11,1,-99.99000
83470,2022,11,2,-99.99000
83470,2022,11,3,-99.99000
83470,2022,11,4,-99.99000
83470,2022,11,5,-99.99000
83470,2022,11,6,-99.99000
83470,2022,11,7,0.60000
83470,2022,11,8,-99.99000
83470,2022,11,9,-99.99000
83470,2022,11,10,-99.99000
83470,2022,11,11,-99.99000
83470,2022,11,12,-99.99000
83470,2022,11,13,-99.99000
83470,2022,11,14,-99.99000
83470,2022,11,15,-99.99000
83470,2022,11,16,-99.99000
83470,2022,11,17,-99.99000
83470,2022,11,18,-99.99000
83470,2022,11,19,-99.99000
83470,2022,11,20,-99.99000
83470,2022,11,21,-99.99000
83470,2022,11,22,-99.99000
83470,2022,11,23,-99.99000
83470,2022,11,24,-99.99000
83470,2022,11,25,-99.99000
83470,2022,11,26,-99.99000
83470,2022,11,27,-99.99000
83470,2022,11,28,-99.99000
83470,2022,11,29,-99.99000
83470,2022,11,30,-99.99000
83470,2022,12,1,-99.99000
83470,2022,12,2,-99.99000
83470,2022,12,3,-99.99000
83470,2022,12,4,-99.99000
83470,2022,12,5,-99.99000
83470,2022,12,6,-99.99000
83470,2022,12,7,-99.99000
83470,2022,12,8,-99.99000
83470,2022,12,9,-99.99000
83470,2022,12,10,-99.99000
83470,2022,12,11,-99.99000
83470,2022,12,12,-99.99000
83470,2022,12,13,-99.99000
83470,2022,12,14,-99.99000
83470,2022,12,15,-99.99000
83470,2022,12,16,-99.99000
83470,2022,12,17,-99.99000
83470,2022,12,18,-99.99000
83470,2022,12,19,-99.99000
83470,2022,12,20,-99.99000
83470,2022,12,21,-99.99000
83470,2022,12,22,-99.99000
83470,2022,12,23,-99.99000
83470,2022,12,24,-99.99000
83470,2022,12,25,-99.99000
83470,2022,12,26,-99.99000
83470,2022,12,27,-99.99000
83470,2022,12,28,-99.99000
83470,2022,12,29,-99.99000
83470,2022,12,30,-99.99000
83470,2022,12,31,-99.99000
83470,2023,1,1,-99.99000
